PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
243,Education,"The meeting was attended by, among others, the Principal Secretary for TVET, Dr. Esther Muoria.","Mkutano huo ulihudhuriwa, miongoni mwa wengine, na Katibu Mkuu wa TVET, Dkt. Esther Muoria.",,"Ministry of Education, Kenya (X/Twitter)",6/7/2026,TVET principals national meeting
244,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, officially released the 2026/2027 universities and colleges placement results, following the successful completion of the placement exercise by the Kenya Universities and Colleges Central Placement Service (KUCCPS).","Waziri wa Elimu, Julius Migos Ogamba, alitoa rasmi matokeo ya uwekaji wa vyuo vikuu na vyuo vikuu vya 2026/2027, kufuatia kukamilika kwa mafanikio kwa zoezi la uwekaji wa vyuo vikuu na vyuo vikuu vya Kenya (KUCCPS).",,"Ministry of Education, Kenya (X/Twitter)",9/7/2026,2026/2027 KUCCPS placement results
245,Education,"The event was held at the Edge Convention Centre, Nairobi, and was attended by the leadership of KUCCPS, Vice-Chancellors, and other sector players.","Hafla hiyo ilifanyika katika Kituo cha Mikutano cha Edge, Nairobi, na ilihudhuriwa na uongozi wa KUCCPS, Makamu wa Chansela, na wadau wengine wa sekta hiyo.",,"Ministry of Education, Kenya (X/Twitter)",9/7/2026,2026/2027 KUCCPS placement results
246,Education,The transfer window for placement has been extended from two weeks to one month.,Kipindi cha uhamisho cha nafasi kimeongezwa kutoka wiki mbili hadi mwezi mmoja.,,"Ministry of Education, Kenya (X/Twitter)",9/7/2026,2026/2027 KUCCPS placement results
247,Education,"Following the conclusion of the placement process, the higher education financing portal is open for application by first-time applicants at hef.co.ke or helb.co.ke.","Baada ya kukamilika kwa mchakato wa uwekaji, lango la ufadhili wa elimu ya juu limefunguliwa kwa maombi ya waombaji wa mara ya kwanza katika hef.co.ke au helb.co.ke.",,"Ministry of Education, Kenya (X/Twitter)",9/7/2026,2026/2027 KUCCPS placement results
248,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, presided over the groundbreaking ceremony for school infrastructure improvement projects at Kihate Comprehensive School in Nyeri County.","Waziri wa Elimu, Julius Migos Ogamba, aliongoza sherehe ya uzinduzi wa miradi ya uboreshaji wa miundombinu ya shule katika Shule ya Kihate Comprehensive katika Kaunti ya Nyeri.",,"Ministry of Education, Kenya (X/Twitter)",10/7/2026,Kihate Comprehensive School groundbreaking
249,Education,"The projects are funded by the M-Pesa Foundation, underscoring the significant role of corporate partners in promoting access to quality education through infrastructure improvement and scholarship support.","Miradi hiyo inafadhiliwa na Wakfu wa M-Pesa, ikisisitiza jukumu muhimu la washirika wa makampuni katika kukuza upatikanaji wa elimu bora kupitia uboreshaji wa miundombinu na usaidizi wa ufadhili wa masomo.",,"Ministry of Education, Kenya (X/Twitter)",10/7/2026,Kihate Comprehensive School groundbreaking
250,Education,"The Cabinet Secretary was accompanied by his Agriculture and Livestock Development counterpart, Hon. Sen. Mutahi Kagwe, and the Chairperson of the Safaricom Foundation, Joe Ogutu.","Waziri huyo aliambatana na mwenzake wa Maendeleo ya Kilimo na Mifugo, Mheshimiwa Seneta Mutahi Kagwe, na Mwenyekiti wa Wakfu wa Safaricom, Joe Ogutu.",,"Ministry of Education, Kenya (X/Twitter)",10/7/2026,Kihate Comprehensive School groundbreaking
251,Education,"The duty to educate our children rests upon all of us as a collective responsibility, requiring a whole-of-government and whole-of-society approach.","Wajibu wa kuwaelimisha watoto wetu uko juu yetu sote kama jukumu la pamoja, linalohitaji mbinu ya serikali nzima na jamii nzima.",,"Ministry of Education, Kenya (X/Twitter)",13/07/2026,Collective responsibility in education
252,Education,"The Government will continue to collaborate with communities, faith-based organizations, corporate sponsors, and alumni associations to enhance infrastructure in schools and expand access to education through bursaries and scholarships.","Serikali itaendelea kushirikiana na jamii, mashirika ya kidini, wafadhili wa makampuni, na vyama vya wahitimu ili kuboresha miundombinu shuleni na kupanua upatikanaji wa elimu kupitia bursary na scholarships.",,"Ministry of Education, Kenya (X/Twitter)",13/07/2026,Collective responsibility in education
253,Education,"The Cabinet Secretary for Education, Julius Migos Ogamba, joined his counterparts, including Davis Chirchir of Roads, at a school event to reinforce these partnerships.","Waziri wa Elimu, Julius Migos Ogamba, alijiunga na wenzake, akiwemo Davis Chirchir wa Barabara, katika hafla ya shule ili kuimarisha ushirikiano huu.",,"Ministry of Education, Kenya (X/Twitter)",13/07/2026,Collective responsibility in education
254,Civic Education,"All registered voters who require assistance due to disability, illiteracy or other lawful reasons are entitled to be assisted by a person of their own choice.","Wapiga kura wote waliosajiliwa wanaohitaji usaidizi kutokana na ulemavu, kutojua kusoma na kuandika au sababu nyingine halali wana haki ya kusaidiwa na mtu wa chaguo lao wenyewe.",,IEBC (X/Twitter),15/07/2026,Voter assistance rights
255,Civic Education,"The person providing assistance to a voter must be eighteen years of age or older, only one assistant is permitted, and no person shall assist more than one voter.","Mtu anayetoa msaada kwa mpiga kura lazima awe na umri wa miaka kumi na minane au zaidi, msaidizi mmoja tu ndiye anayeruhusiwa, na hakuna mtu atakayeruhusiwa kuwasaidia zaidi ya mpiga kura mmoja.",,IEBC (X/Twitter),15/07/2026,Voter assistance rights
256,Civic Education,Registered voters must always have their national identity card or valid passport in their possession as the primary identification documents on polling day.,Wapiga kura waliosajiliwa lazima wawe na kitambulisho chao cha taifa au pasipoti halali kama hati kuu za utambulisho siku ya kupiga kura.,,IEBC (X/Twitter),15/07/2026,Voter ID requirements
257,Civic Education,Eligible voters are identified biometrically at the polling station using the Kenya Integrated Elections Management System (KIEMS) kit.,Wapiga kura wanaostahiki hutambuliwa kwa kibayometriki katika kituo cha kupigia kura kwa kutumia kifurushi cha Mfumo Jumuishi wa Usimamizi wa Uchaguzi wa Kenya (KIEMS).,,IEBC (X/Twitter),15/07/2026,KIEMS biometric identification
258,Civic Education,Taking photographs or recording videos inside the polling booth is strictly prohibited to preserve the secrecy and sanctity of the vote.,Kupiga picha au kurekodi video ndani ya kibanda cha kupigia kura ni marufuku kabisa ili kuhifadhi usiri na utakatifu wa kura.,,IEBC (X/Twitter),15/07/2026,Polling booth conduct
259,Civic Education,"Capturing an image of a marked ballot for financial gain or to show allegiance is an election offence under Section 7(3)(e) of the Election Offences Act, No. 37 of 2016, punishable by a fine of up to KSh 1 million, imprisonment for up to 3 years, or both.","Kupiga picha ya kura iliyotiwa alama kwa ajili ya faida ya kifedha au kuonyesha utii ni kosa la uchaguzi chini ya Kifungu cha 7(3)(e) cha Sheria ya Makosa ya Uchaguzi, Nambari 37 ya 2016, kinachoadhibiwa kwa faini ya hadi KSh milioni 1, kifungo cha hadi miaka 3, au vyote viwili.",,IEBC (X/Twitter),15/07/2026,Election offences
260,Civic Education,Only one mark should be used on the ballot paper when voting.,Alama moja tu ndiyo inapaswa kutumika kwenye karatasi ya kupigia kura wakati wa kupiga kura.,,IEBC (X/Twitter),10/7/2026,Correctly marking a ballot
261,Civic Education,"To vote, a person must be registered as a voter at their designated polling station.","Ili kupiga kura, mtu lazima awe amesajiliwa kama mpiga kura katika kituo chake cha kupigia kura.",,IEBC (X/Twitter),9/7/2026,Requirements to vote
262,Civic Education,"To vote, a person must present their original Kenyan national identity card or a valid Kenyan passport at their polling station.","Ili kupiga kura, mtu lazima aonyeshe kitambulisho chake cha kitaifa cha Kenya au pasipoti halali ya Kenya katika kituo chake cha kupigia kura.",,IEBC (X/Twitter),9/7/2026,Requirements to vote
263,Civic Education,"Voting Procedure, Step 1: The voter enters the polling station with their ID or passport.","Utaratibu wa Kupiga Kura, Hatua ya 1: Mpiga kura anaingia kituo cha kupigia kura akiwa na kitambulisho chake au pasipoti.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
264,Civic Education,"Voting Procedure, Step 2: The voter's information is verified using the KIEMS kit.","Utaratibu wa Kupiga Kura, Hatua ya 2: Taarifa za mpiga kura zinathibitishwa kwa kutumia kifaa cha KIEMS.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
265,Civic Education,"Voting Procedure, Step 3: The voter is issued with one stamped ballot paper.","Utaratibu wa Kupiga Kura, Hatua ya 3: Mpiga kura hupewa karatasi moja ya kupigia kura iliyotiwa muhuri.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
266,Civic Education,"Voting Procedure, Step 4: The voter marks the ballot paper secretly.","Utaratibu wa Kupiga Kura, Hatua ya 4: Mpiga kura huweka alama kwenye karatasi ya kupigia kura kwa siri.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
267,Civic Education,"Voting Procedure, Step 5: The voter casts their ballot in the ballot box.","Utaratibu wa Kupiga Kura, Hatua ya 5: Mpiga kura anapiga kura yake kwenye sanduku la kura.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
268,Civic Education,"Voting Procedure, Step 6: The voter's finger is marked with indelible ink.","Utaratibu wa Kupiga Kura, Hatua ya 6: Kidole cha mpiga kura kimetiwa alama ya wino usiofutika.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
269,Civic Education,"Voting Procedure, Step 7: The voter leaves the polling station.","Utaratibu wa Kupiga Kura, Hatua ya 7: Mpiga kura anaondoka kituoni.",,IEBC (X/Twitter),15/07/2026,Voting procedure steps
270,Civic Education,"The public is encouraged to promote peace before, during, and after elections.","Umma unahimizwa kukuza amani kabla, wakati, na baada ya uchaguzi.",,IEBC (X/Twitter),11/7/2026,Promoting peaceful elections
271,Civic Education,"A Register of Voters certified and published in the Kenya Gazette is the only lawful register that may be used during an election, and by law it must be displayed at every polling station at least seven days before polling day.","Daftari la Wapiga Kura lililoidhinishwa na kuchapishwa katika Gazeti la Kenya ndilo daftari pekee halali linaloweza kutumika wakati wa uchaguzi, na kwa mujibu wa sheria lazima lionyeshwe katika kila kituo cha kupigia kura angalau siku saba kabla ya siku ya kupigia kura.",,IEBC (X/Twitter),13/07/2026,Register of Voters
272,Civic Education,"The public is encouraged to verify election-related information only through the Commission's official website or verified social media platforms, and to exercise caution about unverified claims.","Umma unahimizwa kuthibitisha taarifa zinazohusiana na uchaguzi kupitia tovuti rasmi ya Tume au majukwaa ya mitandao ya kijamii yaliyothibitishwa pekee, na kuwa waangalifu kuhusu madai ambayo hayajathibitishwa.",,IEBC (X/Twitter),15/07/2026,Countering election misinformation
273,Civic Education,"The Independent Electoral and Boundaries Commission (IEBC) invited the public to submit memoranda on draft Election Campaign Financing Regulations and proposed contribution, spending, and expenditure limits ahead of the 2027 General Election, as required under Article 88(4)(i) of the Constitution and the Election Campaign Financing Act.","Tume Huru ya Uchaguzi na Mipaka (IEBC) iliwaalika umma kuwasilisha memoranda kuhusu rasimu ya Kanuni za Ufadhili wa Kampeni za Uchaguzi na mapendekezo ya michango, matumizi, na mipaka ya matumizi kabla ya Uchaguzi Mkuu wa 2027, kama inavyohitajika chini ya Kifungu cha 88(4)(i) cha Katiba na Sheria ya Ufadhili wa Kampeni za Uchaguzi.",,IEBC (X/Twitter),13/07/2026,Election campaign financing regulations
274,Civic Education,"Enhanced Continuous Voter Registration allows eligible citizens to register as voters at County Assembly Ward level, Constituency offices, Huduma Centres, and institutions of higher learning, in addition to regular Continuous Voter Registration available at Constituency offices.","Usajili Endelevu wa Wapiga Kura Ulioboreshwa huruhusu raia wanaostahiki kujiandikisha kama wapiga kura katika ngazi ya Wadi ya Bunge la Kaunti, ofisi za Jimbo, Vituo vya Huduma, na taasisi za elimu ya juu, pamoja na Usajili Endelevu wa Wapiga Kura wa kawaida unaopatikana katika ofisi za Jimbo.",,IEBC (X/Twitter),25/06/2026,Continuous Voter Registration
275,Civic Education,"Article 38 of the Constitution guarantees every citizen the right to stand for public office, but this right is meaningful only when there is an impartial mechanism to enforce fair nomination rules.","Kifungu cha 38 cha Katiba kinamhakikishia kila raia haki ya kugombea nafasi ya umma, lakini haki hii ina maana tu wakati kuna utaratibu usio na upendeleo wa kutekeleza sheria za uteuzi wa haki.",,IEBC (X/Twitter),9/7/2026,Right to stand for public office
276,Civic Education,"Article 88(4)(e) of the Constitution entrusts the IEBC with the mandate to settle electoral disputes arising from nominations, while election petitions and disputes after the declaration of results are handled by the courts.","Kifungu cha 88(4)(e) cha Katiba kinaipa IEBC mamlaka ya kutatua mizozo ya uchaguzi inayotokana na uteuzi, huku malalamiko na mizozo ya uchaguzi baada ya kutangazwa kwa matokeo yakishughulikiwa na mahakama.",,IEBC (X/Twitter),9/7/2026,IEBC dispute resolution mandate
277,Civic Education,"Before approaching the courts over a nomination dispute, political parties and candidates are expected to first use the IEBC's Dispute Resolution Committee, the constitutionally designated mechanism for resolving such disputes.","Kabla ya kuwasilisha kesi mahakamani kuhusu mzozo wa uteuzi, vyama vya siasa na wagombea wanatarajiwa kwanza kutumia Kamati ya Utatuzi wa Migogoro ya IEBC, utaratibu uliowekwa kikatiba wa kutatua mizozo kama hiyo.",,IEBC (X/Twitter),9/7/2026,Doctrine of exhaustion in electoral disputes
278,Civic Education,"Democracy is not defined only by the casting of the ballot, but by the integrity of the process that leads to it.","Demokrasia haifafanuliwi tu kwa kupiga kura, bali pia kwa uadilifu wa mchakato unaoiongoza.",,IEBC (X/Twitter),9/7/2026,Electoral integrity
279,Civic Education,"A sound and enabling legal framework, strong institutions, adequate resources, and effective planning are needed for elections to be credible, since elections are a continuous process rather than a single day's event.","Mfumo mzuri na unaowezesha kisheria, taasisi imara, rasilimali za kutosha, na mipango madhubuti vinahitajika ili uchaguzi uweze kuaminika, kwa kuwa uchaguzi ni mchakato unaoendelea badala ya tukio la siku moja.",,IEBC (X/Twitter),24/06/2026,IEBC Strategic Plan 2024-2029
280,Civic Education,"Technology has become an indispensable tool for enhancing efficiency, transparency, and accountability in elections, but its effectiveness depends on robust legal safeguards, institutional oversight, and the goodwill of all parties to trust it.","Teknolojia imekuwa chombo muhimu sana kwa ajili ya kuongeza ufanisi, uwazi, na uwajibikaji katika chaguzi, lakini ufanisi wake unategemea ulinzi imara wa kisheria, usimamizi wa kitaasisi, na nia njema ya pande zote kuiamini.",,IEBC (X/Twitter),24/06/2026,Technology in electoral management
281,Civic Education,"Legal frameworks governing elections must adequately address data protection, cybersecurity, transparency in electoral technologies, and accountability in electronic electoral processes, so that innovation strengthens rather than undermines public confidence.","Mifumo ya kisheria inayosimamia uchaguzi lazima ishughulikie vya kutosha ulinzi wa data, usalama wa mtandao, uwazi katika teknolojia za uchaguzi, na uwajibikaji katika michakato ya uchaguzi wa kielektroniki, ili uvumbuzi uimarike badala ya kudhoofisha imani ya umma.",,IEBC (X/Twitter),24/06/2026,Technology in electoral management
282,Civic Education,"The strength of a democracy is measured not only by the conduct of elections but by the extent to which all citizens, including women, youth, persons with disabilities, and minority communities, are able to participate meaningfully as active participants rather than mere observers.","Nguvu ya demokrasia haipimwi tu kwa uendeshaji wa uchaguzi bali pia kwa kiwango ambacho raia wote, wakiwemo wanawake, vijana, watu wenye ulemavu, na jamii za wachache, wanaweza kushiriki kwa njia yenye maana kama washiriki hai badala ya waangalizi tu.",,IEBC (X/Twitter),24/06/2026,Inclusion and equal political participation
283,Civic Education,"Public trust in electoral processes cannot be demanded; it must be earned through integrity, accountability, and continuous improvement, and requires commitment and cooperation from all sectors of society, not the Commission alone.","Imani ya umma katika michakato ya uchaguzi haiwezi kudaiwa; lazima ipatikane kupitia uadilifu, uwajibikaji, na uboreshaji endelevu, na inahitaji kujitolea na ushirikiano kutoka kwa sekta zote za jamii, si Tume pekee.",,IEBC (X/Twitter),24/06/2026,Building public trust in elections
284,Civic Education,"The IEBC Strategic Plan is anchored on the theme 'Inclusion and Participation in Deepening Democracy in Kenya,' under the call 'Your Vote, Your Voice - Kura Yako, Sauti Yako.'","Mpango Mkakati wa IEBC umejikita katika mada 'Ujumuishi na Ushiriki katika Kuimarisha Demokrasia nchini Kenya,' chini ya wito 'Kura Yako, Sauti Yako - Kura Yako, Sauti Yako.'",,IEBC (X/Twitter),24/06/2026,IEBC Strategic Plan theme
285,Civic Education,"Democracy must never become captive to technology; every stage of the electoral process must remain transparent and audited, since public confidence can rise or fall based on how election results are transmitted.","Demokrasia haipaswi kamwe kuwa mateka wa teknolojia; kila hatua ya mchakato wa uchaguzi lazima ibaki wazi na kukaguliwa, kwani imani ya umma inaweza kuongezeka au kushuka kulingana na jinsi matokeo ya uchaguzi yanavyosambazwa.",,IEBC (X/Twitter),24/06/2026,Transparency in results transmission
286,Civic Education,"For years, minority and marginalized communities have faced barriers to effective participation in Kenya's elections owing to language barriers and lack of national identity cards.","Kwa miaka mingi, jamii za walio wachache na waliotengwa zimekabiliwa na vikwazo vya ushiriki mzuri katika uchaguzi wa Kenya kutokana na vikwazo vya lugha na ukosefu wa vitambulisho vya kitaifa.",,IEBC (X/Twitter),24/06/2026,Barriers to participation for minority communities
287,Civic Education,"The election of the President of the Republic of Kenya for the next General Election is scheduled for Tuesday, 10th August 2027.","Uchaguzi wa Rais wa Jamhuri ya Kenya kwa Uchaguzi Mkuu ujao umepangwa kufanyika Jumanne, tarehe 10 Agosti 2027.",,IEBC (X/Twitter),24/06/2026,2027 General Election key date
288,Civic Education,"A public officer who intends to contest in the General Election must resign from public office at least six months before election day, on or before Tuesday, 9th February 2027.","Afisa wa umma anayekusudia kugombea katika Uchaguzi Mkuu lazima ajiuzulu kutoka ofisi ya umma angalau miezi sita kabla ya siku ya uchaguzi, mnamo au kabla ya Jumanne, tarehe 9 Februari 2027.",,IEBC (X/Twitter),24/06/2026,Public officer resignation deadline
289,Civic Education,"Political parties must submit their party membership lists, and the names, dates, and venues of party primaries, to the Commission on or before Tuesday, 16th March 2027.","Vyama vya siasa lazima viwasilishe orodha zao za uanachama wa chama, na majina, tarehe, na mahali pa kura za mchujo za chama, kwa Tume mnamo au kabla ya Jumanne, Machi 16, 2027.",,IEBC (X/Twitter),24/06/2026,Political party nomination timelines
290,Civic Education,"A political party intending to present a candidate must conduct its primaries and resolve any intra-party disputes on or before Sunday, 9th May 2027, and a person intending to run as an independent candidate must not be a member of any registered political party by that date.","Chama cha siasa kinachokusudia kumwasilisha mgombea lazima kifanye kura zake za mchujo na kutatua migogoro yoyote ya ndani ya chama ifikapo Jumapili, Mei 9, 2027 au kabla yake, na mtu anayekusudia kugombea kama mgombea huru hapaswi kuwa mwanachama wa chama chochote cha siasa kilichosajiliwa ifikapo tarehe hiyo.",,IEBC (X/Twitter),24/06/2026,Independent candidate eligibility
291,Civic Education,"Nomination of political party and independent candidates for the General Election takes place between Saturday, 29th May 2027 and Friday, 11th June 2027, with nomination papers delivered to the IEBC Chairperson during specified morning and afternoon hours.","Uteuzi wa wagombea wa vyama vya siasa na wagombea huru kwa Uchaguzi Mkuu utafanyika kati ya Jumamosi, tarehe 29 Mei 2027 na Ijumaa, tarehe 11 Juni 2027, huku karatasi za uteuzi zikiwasilishwa kwa Mwenyekiti wa IEBC wakati wa saa maalum za asubuhi na alasiri.",,IEBC (X/Twitter),24/06/2026,Candidate nomination period
292,Civic Education,"Disputes relating to or arising from candidate nominations must be lodged with the Commission no later than Saturday, 12th June 2027, and must be determined within ten days of lodging.","Migogoro inayohusiana na au inayotokana na uteuzi wa wagombea lazima iwasilishwe kwa Tume kabla ya Jumamosi, tarehe 12 Juni 2027, na lazima iamuliwe ndani ya siku kumi baada ya kuwasilishwa.",,IEBC (X/Twitter),24/06/2026,Nomination dispute timelines
293,Civic Education,"The campaign period for the 10th August 2027 General Election commences on Saturday, 29th May 2027 and ceases on Saturday, 8th August 2027, 48 hours before Election Day.","Kipindi cha kampeni cha Uchaguzi Mkuu wa tarehe 10 Agosti 2027 kinaanza Jumamosi, tarehe 29 Mei 2027 na kuisha Jumamosi, tarehe 8 Agosti 2027, saa 48 kabla ya Siku ya Uchaguzi.",,IEBC (X/Twitter),24/06/2026,Campaign period timelines
294,Civic Education,Organizations wishing to be accredited as Election Observers or Media Practitioners for a by-election must apply through the IEBC Accreditation Management System before the Commission's published deadline.,Mashirika yanayotaka kuidhinishwa kama Waangalizi wa Uchaguzi au Watendaji wa Vyombo vya Habari kwa uchaguzi mdogo lazima yatume maombi kupitia Mfumo wa Usimamizi wa Ithibati wa IEBC kabla ya tarehe ya mwisho iliyochapishwa na Tume.,,IEBC (X/Twitter),2/6/2026,Election observer and media accreditation
295,Civic Education,"The public is warned to beware of fraudulent recruitment advertisements falsely claiming to be an official IEBC job intake; the Commission's only official jobs portal is jobs.iebc.or.ke, and applicants should never submit personal information through unofficial recruitment links.","Umma unaonywa kuwa mwangalifu dhidi ya matangazo ya ulaghai ya kuajiri yanayodai kwa uongo kuwa ni nafasi rasmi ya kazi ya IEBC; lango pekee rasmi la kazi la Tume ni jobs.iebc.or.ke, na waombaji hawapaswi kamwe kuwasilisha taarifa binafsi kupitia viungo visivyo rasmi vya kuajiri.",,IEBC (X/Twitter),10/6/2026,Fake IEBC recruitment scam warning
296,Civic Education,"The public is urged to disregard, dissociate from, and refrain from amplifying unverified claims by political actors alleging they will influence an election through extra-legal mechanisms, as such claims risk misleading the public and eroding confidence in the electoral system.","Umma unahimizwa kupuuza, kujitenga na, na kujiepusha na kuongeza madai yasiyothibitishwa na watendaji wa kisiasa wakidai kwamba watashawishi uchaguzi kupitia mifumo isiyo ya kisheria, kwani madai kama hayo yanahatarisha kupotosha umma na kuharibu imani katika mfumo wa uchaguzi.",,IEBC (X/Twitter),26/05/2026,Countering election manipulation claims
297,Civic Education,"Voter education partnerships with grassroots groups such as small business and boda boda associations can help disseminate voter education, expand voter registration outreach, and promote peaceful participation in elections.","Ushirikiano wa elimu ya wapiga kura na makundi ya kijamii kama vile vyama vya biashara ndogo na bodaboda unaweza kusaidia kusambaza elimu ya wapiga kura, kupanua ufikiaji wa usajili wa wapiga kura, na kukuza ushiriki wa amani katika uchaguzi.",,IEBC (X/Twitter),29/05/2026,Grassroots voter education partnerships
298,Civic Education,"IEBC has registered 2.6 million new voters, bringing the total register to 24.7 million, against a target of 28.5 million ahead of the 2027 General Election.","IEBC imesajili wapiga kura wapya milioni 2.6, na kufikisha jumla ya waliojiandikisha kufikia milioni 24.7, dhidi ya lengo la milioni 28.5 kabla ya Uchaguzi Mkuu wa 2027.",,IEBC (X/Twitter),20/05/2026,Voter registration progress
299,Civic Education,IEBC plans to expand diaspora voter registration beyond current embassy locations to 17 additional countries.,IEBC inapanga kupanua usajili wa wapiga kura kutoka diaspora zaidi ya maeneo ya sasa ya ubalozi hadi nchi 17 zaidi.,,IEBC (X/Twitter),20/05/2026,Diaspora voter registration
300,Civic Education,"Credible elections require coordinated action, strong voter education, and sustained public trust-building to counter digital threats such as misinformation, disinformation, and AI-driven manipulation.","Uchaguzi wa kuaminika unahitaji hatua zilizoratibiwa, elimu thabiti ya wapiga kura, na ujenzi endelevu wa uaminifu wa umma ili kukabiliana na vitisho vya kidijitali kama vile taarifa potofu, taarifa potofu, na udanganyifu unaoendeshwa na akili bandia.",,IEBC (X/Twitter),20/05/2026,Digital threats and public trust
301,Civic Education,"The IEBC's Strategic Plan 2024-2029 is anchored on four Key Result Areas: Managing Elections, Citizen Engagement and Participation, Equitable Representation, and Institutional Resilience.","Mpango Mkakati wa IEBC wa 2024-2029 umejikita katika Maeneo Manne Muhimu ya Matokeo: Kusimamia Uchaguzi, Ushirikishwaji na Ushiriki wa Raia, Uwakilishi Sawa, na Ustahimilivu wa Kitaasisi.",,IEBC (X/Twitter),11/5/2026,Strategic Plan structure
302,Civic Education,"IEBC's reforms to promote equitable electoral participation include gender inclusion measures, disability accessibility improvements, and targeted strategies for special interest groups.","Mageuzi ya IEBC ya kukuza ushiriki sawa katika uchaguzi yanajumuisha hatua za ujumuishaji wa kijinsia, maboresho ya ufikiaji wa ulemavu, na mikakati inayolenga makundi maalum.",,IEBC (X/Twitter),20/05/2026,Inclusion reforms
303,Civic Education,"Each political party or candidate is entitled to only one agent per polling station and one chief agent per tallying centre; there is no legal provision for ""super agents"" or other unauthorized persons in polling or tallying centres.","Kila chama cha siasa au mgombea ana haki ya kuwa na wakala mmoja tu kwa kila kituo cha kupigia kura na wakala mkuu mmoja kwa kila kituo cha kupigia kura; hakuna kifungu cha kisheria kwa ""maajenti wakuu"" au watu wengine wasioidhinishwa katika vituo vya kupigia kura au kuhesabu kura.",,IEBC (X/Twitter),14/05/2026,Polling agent rules
304,Civic Education,"Only voters, polling clerks, presiding officers, security personnel, accredited observers, accredited media, and party or candidate agents are authorized to be present at a polling station.","Wapiga kura, makarani wa kupigia kura, maafisa wasimamizi, wafanyakazi wa usalama, waangalizi walioidhinishwa, vyombo vya habari vilivyoidhinishwa, na mawakala wa chama au wagombea pekee ndio walioidhinishwa kuwepo katika kituo cha kupigia kura.",,IEBC (X/Twitter),14/05/2026,Polling station access control
305,Civic Education,"No person may be admitted into a polling station while wearing a badge, clothing, or any symbol signifying support for a political party or candidate.","Hakuna mtu anayeweza kuruhusiwa kuingia katika kituo cha kupigia kura akiwa amevaa beji, nguo, au alama yoyote inayoashiria uungwaji mkono kwa chama cha siasa au mgombea.",,IEBC (X/Twitter),14/05/2026,Polling booth conduct
306,Civic Education,State officers and public officers who are registered voters are entitled to vote only at their designated polling station and may not move between polling stations.,Maafisa wa serikali na maafisa wa umma ambao ni wapiga kura waliosajiliwa wana haki ya kupiga kura katika kituo chao cha kupigia kura pekee na hawaruhusiwi kuhama kati ya vituo vya kupigia kura.,,IEBC (X/Twitter),14/05/2026,Voter conduct rules
307,Civic Education,"Polling stations open at 6:00 a.m. and close at 5:00 p.m.; any time lost during polling is recovered at closing, and voters already in the queue by closing time are allowed to vote.","Vituo vya kupigia kura hufunguliwa saa 12:00 asubuhi na kufungwa saa 11:00 jioni; wakati wowote uliopotea wakati wa kupiga kura hurejeshwa wakati wa kufunga, na wapiga kura ambao tayari wako kwenye foleni wakati wa kufunga wanaruhusiwa kupiga kura.",,IEBC (X/Twitter),14/05/2026,Polling station hours
308,Civic Education,"At the tallying centre, Returning Officers receive results from all Presiding Officers, verify and collate them, and declare the winner in the presence of agents and accredited stakeholders.","Katika kituo cha kuhesabu kura, Maafisa Wasimamizi hupokea matokeo kutoka kwa Maafisa Wakuu wote, huyathibitisha na kuyakusanya, na kutangaza mshindi mbele ya mawakala na wadau walioidhinishwa.",,IEBC (X/Twitter),14/05/2026,Results tallying process
309,Civic Education,"Enhanced Continuous Voter Registration (ECVR) Phase 1, conducted from 30 March to 28 April 2026, registered 2,612,725 new voters nationwide, achieving full coverage across all 290 constituencies and 1,450 wards through 30,615 registration centres.","Usajili Endelevu wa Wapiga Kura (ECVR) Awamu ya 1, iliyofanywa kuanzia Machi 30 hadi Aprili 28, 2026, ilisajili wapiga kura wapya 2,612,725 kote nchini, na kufikia ufikiaji kamili katika majimbo yote 290 na kata 1,450 kupitia vituo 30,615 vya usajili.",,IEBC (X/Twitter),30/04/2026,ECVR registration statistics
310,Civic Education,"ECVR Phase 1 was supported by 12,520 trained registration officials deploying 5,390 KIEMS kits nationwide.","Awamu ya 1 ya ECVR iliungwa mkono na maafisa 12,520 wa usajili waliofunzwa na kusambaza vifaa 5,390 vya KIEMS kote nchini.",,IEBC (X/Twitter),30/04/2026,ECVR registration infrastructure
311,Civic Education,"Under the ""Open Kit"" registration system, citizens can register as voters at any convenient registration centre, regardless of their place of origin, without needing to travel to their home county.","Chini ya mfumo wa usajili wa ""Open Kit"", raia wanaweza kujiandikisha kama wapiga kura katika kituo chochote cha usajili kinachofaa, bila kujali mahali walipotoka, bila kuhitaji kusafiri hadi kaunti yao ya nyumbani.",,IEBC (X/Twitter),27/04/2026,Voter registration flexibility
312,Civic Education,Voter registration does not take place in electoral areas with scheduled by-elections or pending election petitions.,Usajili wa wapiga kura haufanyiki katika maeneo ya uchaguzi yenye uchaguzi mdogo uliopangwa au maombi ya uchaguzi yanayosubiriwa.,,IEBC (X/Twitter),27/04/2026,CVR eligibility rules
