PSA_ID,Domain,English,Kiswahili,Dholuo,Final_Status
PSA001121,Agriculture,Farmers keeping dairy cows in Uasin Gishu County are urged to report any suspected cases of rabies to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya Uasin Gishu wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kichaa cha mbwa kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001122,Agriculture,Farmers keeping dairy cattle in Kakamega County are urged to report any suspected cases of rabies to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya Kakamega wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kichaa cha mbwa kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001123,Agriculture,Agricultural Sector Transformation Programme is monitoring an outbreak of Lumpy Skin Disease affecting donkeys in parts of Garissa County.,Programu ya Mabadiliko ya Sekta ya Kilimo inafuatilia mlipuko wa Ugonjwa wa Mabusha wa Ngozi unaoathiri punda katika sehemu za Kaunti ya Garissa.,,Keep
PSA001124,Agriculture,Farmers keeping dairy cows in West Pokot County are urged to report any suspected cases of Newcastle Disease to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya West Pokot wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Newcastle kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001125,Agriculture,Livestock owners in Kericho County are reminded that vaccination against Newcastle Disease remains the most effective way to protect their dairy cattle.,Wamiliki wa mifugo katika Kaunti ya Kericho wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Newcastle inasalia kuwa njia bora zaidi ya kuwalinda ng'ombe wao wa maziwa.,,Keep
PSA001126,Agriculture,KALRO is conducting a vaccination drive against Foot and Mouth Disease for bees keepers in Tharaka Nithi County.,KALRO inaendesha kampeni ya chanjo dhidi ya Ugonjwa wa Miguu na Midomo kwa wafugaji nyuki katika Kaunti ya Tharaka Nithi.,,Keep
PSA001127,Agriculture,Livestock owners in Embu County are reminded that vaccination against rabies remains the most effective way to protect their dairy cattle.,Wamiliki wa mifugo katika Kaunti ya Embu wanakumbushwa kwamba chanjo dhidi ya kichaa cha mbwa inasalia kuwa njia bora zaidi ya kuwalinda ng'ombe wao wa maziwa.,,Keep
PSA001128,Agriculture,National Drought Management Authority is monitoring an outbreak of East Coast Fever affecting goats in parts of Kajiado County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inafuatilia mlipuko wa Homa ya Pwani ya Mashariki inayoathiri mbuzi katika sehemu za Kaunti ya Kajiado.,,Keep
PSA001129,Agriculture,Farmers in Siaya County keeping dairy cattle are encouraged to maintain clean water points to reduce the spread of anthrax.,Wakulima katika Kaunti ya Siaya wanaofuga ng'ombe wa maziwa wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kimeta.,,Keep
PSA001130,Agriculture,Kenya Meteorological Department is monitoring an outbreak of Lumpy Skin Disease affecting pigs in parts of Siaya County.,Idara ya Hali ya Hewa ya Kenya inafuatilia mlipuko wa Ugonjwa wa Mabusha Ngozi unaoathiri nguruwe katika sehemu za Kaunti ya Siaya.,,Keep
PSA001131,Agriculture,National Drought Management Authority is monitoring an outbreak of Lumpy Skin Disease affecting dairy cows in parts of Makueni County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inafuatilia mlipuko wa Ugonjwa wa Mabusha Ngozi unaoathiri ng'ombe wa maziwa katika sehemu za Kaunti ya Makueni.,,Keep
PSA001132,Agriculture,Farmers keeping dairy cattle in Turkana County are urged to report any suspected cases of Contagious Caprine Pleuropneumonia to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya Turkana wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Caprine Pleuropneumonia ya Kuambukiza kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001133,Agriculture,Farmers keeping bees in Migori County are urged to report any suspected cases of anthrax to their nearest veterinary office.,Wakulima wanaofuga nyuki katika Kaunti ya Migori wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kimeta kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001134,Agriculture,Kenya Meteorological Department is monitoring an outbreak of rabies affecting bees in parts of Kakamega County.,Idara ya Hali ya Hewa ya Kenya inafuatilia mlipuko wa kichaa cha mbwa kinachoathiri nyuki katika sehemu za Kaunti ya Kakamega.,,Keep
PSA001135,Agriculture,Farmers in Nyeri County keeping goats are encouraged to maintain clean water points to reduce the spread of East Coast Fever.,Wakulima katika Kaunti ya Nyeri wanaofuga mbuzi wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Homa ya Pwani ya Mashariki.,,Keep
PSA001136,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is conducting a vaccination drive against anthrax for bees keepers in Kitui County.","Wizara ya Kilimo, Mifugo na Uvuvi inaendesha kampeni ya chanjo dhidi ya kimeta kwa wafugaji nyuki katika Kaunti ya Kitui.",,Keep
PSA001137,Agriculture,Livestock owners in Kericho County are reminded that vaccination against Foot and Mouth Disease remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Kericho wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Miguu na Midomo inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001138,Agriculture,Farmers keeping poultry in Turkana County are urged to report any suspected cases of Contagious Caprine Pleuropneumonia to their nearest veterinary office.,Wafugaji wanaofuga kuku katika Kaunti ya Turkana wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Caprine Pleuropneumonia ya Kuambukiza kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001139,Agriculture,Farmers in Kitui County keeping rabbits are encouraged to maintain clean water points to reduce the spread of Peste des Petits Ruminants.,Wakulima katika Kaunti ya Kitui wanaofuga sungura wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Peste des Petits Ruminants.,,Keep
PSA001140,Agriculture,National Drought Management Authority is conducting a vaccination drive against anthrax for poultry keepers in Kwale County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaendesha kampeni ya chanjo dhidi ya kimeta kwa wafugaji wa kuku katika Kaunti ya Kwale.,,Keep
PSA001141,Agriculture,Farmers in Baringo County keeping dairy cows are encouraged to maintain clean water points to reduce the spread of anthrax.,Wakulima katika Kaunti ya Baringo wanaofuga ng'ombe wa maziwa wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kimeta.,,Keep
PSA001142,Agriculture,Agricultural Sector Transformation Programme is conducting a vaccination drive against Foot and Mouth Disease for poultry keepers in Kericho County.,Programu ya Mabadiliko ya Sekta ya Kilimo inaendesha kampeni ya chanjo dhidi ya Ugonjwa wa Miguu na Midomo kwa wafugaji wa kuku katika Kaunti ya Kericho.,,Keep
PSA001143,Agriculture,Livestock owners in Kilifi County are reminded that vaccination against Lumpy Skin Disease remains the most effective way to protect their sheep.,Wamiliki wa mifugo katika Kaunti ya Kilifi wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Ngozi ya Mabuu inasalia kuwa njia bora zaidi ya kuwalinda kondoo wao.,,Keep
PSA001144,Agriculture,Farmers keeping rabbits in Baringo County are urged to report any suspected cases of Lumpy Skin Disease to their nearest veterinary office.,Wafugaji wanaofuga sungura katika Kaunti ya Baringo wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Ngozi ya Mabuu kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001145,Agriculture,Livestock owners in Turkana County are reminded that vaccination against Peste des Petits Ruminants remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Turkana wanakumbushwa kwamba chanjo dhidi ya Peste des Petits Ruminants inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001146,Agriculture,National Cereals and Produce Board is monitoring an outbreak of Peste des Petits Ruminants affecting donkeys in parts of Bungoma County.,Bodi ya Kitaifa ya Nafaka na Mazao inafuatilia mlipuko wa wadudu aina ya Peste des Petits Ruminants wanaoathiri punda katika sehemu za Kaunti ya Bungoma.,,Keep
PSA001147,Agriculture,Farmers in West Pokot County keeping rabbits are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wakulima katika Kaunti ya West Pokot wanaofuga sungura wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001148,Agriculture,Directorate of Veterinary Services is monitoring an outbreak of Lumpy Skin Disease affecting beef cattle in parts of Siaya County.,Kurugenzi ya Huduma za Mifugo inafuatilia mlipuko wa Ugonjwa wa Mabusha Ngozi unaoathiri ng'ombe wa nyama katika sehemu za Kaunti ya Siaya.,,Keep
PSA001149,Agriculture,Agricultural Sector Transformation Programme is conducting a vaccination drive against Newcastle Disease for sheep keepers in Vihiga County.,Programu ya Mabadiliko ya Sekta ya Kilimo inaendesha kampeni ya chanjo dhidi ya Ugonjwa wa Newcastle kwa wafugaji wa kondoo katika Kaunti ya Vihiga.,,Keep
PSA001150,Agriculture,County Government Extension Services is monitoring an outbreak of Foot and Mouth Disease affecting pigs in parts of Wajir County.,Huduma za Ugani za Serikali ya Kaunti zinafuatilia mlipuko wa Ugonjwa wa Miguu na Midomo unaoathiri nguruwe katika sehemu za Kaunti ya Wajir.,,Keep
PSA001151,Agriculture,National Cereals and Produce Board is conducting a vaccination drive against East Coast Fever for poultry keepers in Kisii County.,Bodi ya Kitaifa ya Nafaka na Mazao inaendesha kampeni ya chanjo dhidi ya Homa ya Pwani ya Mashariki kwa wafugaji wa kuku katika Kaunti ya Kisii.,,Keep
PSA001152,Agriculture,Farmers keeping dairy cows in Narok County are urged to report any suspected cases of tick-borne fever to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya Narok wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya homa inayosababishwa na kupe kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001153,Agriculture,Kenya National Farmers' Federation is monitoring an outbreak of rabies affecting bees in parts of Marsabit County.,Shirikisho la Kitaifa la Wakulima la Kenya linafuatilia mlipuko wa kichaa cha mbwa kinachoathiri nyuki katika sehemu za Kaunti ya Marsabit.,,Keep
PSA001154,Agriculture,Kenya National Farmers' Federation is monitoring an outbreak of Newcastle Disease affecting poultry in parts of Kiambu County.,Shirikisho la Kitaifa la Wakulima la Kenya linafuatilia mlipuko wa Ugonjwa wa Newcastle unaoathiri kuku katika sehemu za Kaunti ya Kiambu.,,Keep
PSA001155,Agriculture,Farmers in Marsabit County keeping goats are encouraged to maintain clean water points to reduce the spread of rabies.,Wakulima katika Kaunti ya Marsabit wanaofuga mbuzi wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kichaa cha mbwa.,,Keep
PSA001156,Agriculture,Farmers in Trans Nzoia County keeping pigs are encouraged to maintain clean water points to reduce the spread of Contagious Caprine Pleuropneumonia.,Wakulima katika Kaunti ya Trans Nzoia wanaofuga nguruwe wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Caprine Pleuropneumonia ya kuambukiza.,,Keep
PSA001157,Agriculture,State Department for Cooperatives is conducting a vaccination drive against anthrax for sheep keepers in Marsabit County.,Idara ya Ushirika ya Jimbo inaendesha kampeni ya chanjo dhidi ya kimeta kwa wafugaji wa kondoo katika Kaunti ya Marsabit.,,Keep
PSA001158,Agriculture,Livestock owners in Bomet County are reminded that vaccination against Contagious Caprine Pleuropneumonia remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Bomet wanakumbushwa kwamba chanjo dhidi ya Caprine Pleuropneumonia ya kuambukiza inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001159,Agriculture,Kenya National Farmers' Federation is conducting a vaccination drive against anthrax for poultry keepers in Kwale County.,Shirikisho la Kitaifa la Wakulima la Kenya linaendesha kampeni ya chanjo dhidi ya kimeta kwa wafugaji wa kuku katika Kaunti ya Kwale.,,Keep
PSA001160,Agriculture,Livestock owners in Kisumu County are reminded that vaccination against Foot and Mouth Disease remains the most effective way to protect their sheep.,Wamiliki wa mifugo katika Kaunti ya Kisumu wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Miguu na Midomo inasalia kuwa njia bora zaidi ya kuwalinda kondoo wao.,,Keep
PSA001161,Agriculture,Farmers keeping beef cattle in Baringo County are urged to report any suspected cases of Lumpy Skin Disease to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa nyama katika Kaunti ya Baringo wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Ngozi ya Mabuu kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001162,Agriculture,Farmers keeping donkeys in Narok County are urged to report any suspected cases of Newcastle Disease to their nearest veterinary office.,Wakulima wanaofuga punda katika Kaunti ya Narok wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Newcastle kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001163,Agriculture,Livestock owners in Baringo County are reminded that vaccination against Newcastle Disease remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Baringo wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Newcastle inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001164,Agriculture,Farmers keeping bees in Kericho County are urged to report any suspected cases of tick-borne fever to their nearest veterinary office.,Wakulima wanaofuga nyuki katika Kaunti ya Kericho wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya homa inayosababishwa na kupe kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001165,Agriculture,Farmers in Kilifi County keeping dairy cattle are encouraged to maintain clean water points to reduce the spread of anthrax.,Wakulima katika Kaunti ya Kilifi wanaofuga ng'ombe wa maziwa wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kimeta.,,Keep
PSA001166,Agriculture,KEPHIS is conducting a vaccination drive against Lumpy Skin Disease for beef cattle keepers in Bomet County.,KEPHIS inaendesha kampeni ya chanjo dhidi ya Ugonjwa wa Ngozi ya Mabusha kwa wafugaji wa ng'ombe wa nyama katika Kaunti ya Bomet.,,Keep
PSA001167,Agriculture,Livestock owners in Trans Nzoia County are reminded that vaccination against anthrax remains the most effective way to protect their dairy cows.,Wamiliki wa mifugo katika Kaunti ya Trans Nzoia wanakumbushwa kwamba chanjo dhidi ya kimeta inasalia kuwa njia bora zaidi ya kuwalinda ng'ombe wao wa maziwa.,,Keep
PSA001168,Agriculture,Livestock owners in Nakuru County are reminded that vaccination against Contagious Caprine Pleuropneumonia remains the most effective way to protect their poultry.,Wamiliki wa mifugo katika Kaunti ya Nakuru wanakumbushwa kwamba chanjo dhidi ya Caprine Pleuropneumonia ya kuambukiza inasalia kuwa njia bora zaidi ya kuwalinda kuku wao.,,Keep
PSA001169,Agriculture,Agricultural Sector Transformation Programme is monitoring an outbreak of anthrax affecting poultry in parts of Taita Taveta County.,Programu ya Mabadiliko ya Sekta ya Kilimo inafuatilia mlipuko wa kimeta kinachoathiri kuku katika sehemu za Kaunti ya Taita Taveta.,,Keep
PSA001170,Agriculture,FAO Kenya is monitoring an outbreak of anthrax affecting rabbits in parts of Siaya County.,FAO Kenya inafuatilia mlipuko wa kimeta kinachoathiri sungura katika sehemu za Kaunti ya Siaya.,,Keep
PSA001171,Agriculture,Livestock owners in Wajir County are reminded that vaccination against tick-borne fever remains the most effective way to protect their sheep.,Wamiliki wa mifugo katika Kaunti ya Wajir wanakumbushwa kwamba chanjo dhidi ya homa inayoenezwa na kupe ndiyo njia bora zaidi ya kuwalinda kondoo wao.,,Keep
PSA001172,Agriculture,Farmers in Nandi County keeping beef cattle are encouraged to maintain clean water points to reduce the spread of anthrax.,Wakulima katika Kaunti ya Nandi wanaofuga ng'ombe wa nyama wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kimeta.,,Keep
PSA001173,Agriculture,Livestock owners in Nakuru County are reminded that vaccination against Lumpy Skin Disease remains the most effective way to protect their donkeys.,Wamiliki wa mifugo katika Kaunti ya Nakuru wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Ngozi ya Mabuu inasalia kuwa njia bora zaidi ya kuwalinda punda wao.,,Keep
PSA001174,Agriculture,Kenya National Farmers' Federation is monitoring an outbreak of anthrax affecting pigs in parts of Taita Taveta County.,Shirikisho la Kitaifa la Wakulima la Kenya linafuatilia mlipuko wa kimeta unaoathiri nguruwe katika sehemu za Kaunti ya Taita Taveta.,,Keep
PSA001175,Agriculture,Farmers in Migori County keeping rabbits are encouraged to maintain clean water points to reduce the spread of rabies.,Wakulima katika Kaunti ya Migori wanaofuga sungura wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kichaa cha mbwa.,,Keep
PSA001176,Agriculture,Livestock owners in Kiambu County are reminded that vaccination against rabies remains the most effective way to protect their dairy cattle.,Wamiliki wa mifugo katika Kaunti ya Kiambu wanakumbushwa kwamba chanjo dhidi ya kichaa cha mbwa inasalia kuwa njia bora zaidi ya kuwalinda ng'ombe wao wa maziwa.,,Keep
PSA001177,Agriculture,Farmers keeping bees in Isiolo County are urged to report any suspected cases of tick-borne fever to their nearest veterinary office.,Wakulima wanaofuga nyuki katika Kaunti ya Isiolo wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya homa inayosababishwa na kupe kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001178,Agriculture,State Department for Cooperatives is monitoring an outbreak of Foot and Mouth Disease affecting sheep in parts of Nakuru County.,Idara ya Ushirika ya Jimbo inafuatilia mlipuko wa Ugonjwa wa Miguu na Midomo unaoathiri kondoo katika sehemu za Kaunti ya Nakuru.,,Keep
PSA001179,Agriculture,National Drought Management Authority is monitoring an outbreak of rabies affecting dairy cows in parts of Migori County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inafuatilia mlipuko wa kichaa cha mbwa kinachoathiri ng'ombe wa maziwa katika sehemu za Kaunti ya Migori.,,Keep
PSA001180,Agriculture,Farmers in Kitui County keeping poultry are encouraged to maintain clean water points to reduce the spread of anthrax.,Wafugaji wa kuku katika Kaunti ya Kitui wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kimeta.,,Keep
PSA001181,Agriculture,Farmers keeping beef cattle in Kisumu County are urged to report any suspected cases of Peste des Petits Ruminants to their nearest veterinary office.,Wakulima wanaofuga ng'ombe wa nyama katika Kaunti ya Kisumu wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Peste des Petits Ruminants kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001182,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is monitoring an outbreak of tick-borne fever affecting dairy cattle in parts of Narok County.","Wizara ya Kilimo, Mifugo na Uvuvi inafuatilia mlipuko wa homa inayosababishwa na kupe inayoathiri ng'ombe wa maziwa katika sehemu za Kaunti ya Narok.",,Keep
PSA001183,Agriculture,Farmers keeping bees in Garissa County are urged to report any suspected cases of Lumpy Skin Disease to their nearest veterinary office.,Wakulima wanaofuga nyuki katika Kaunti ya Garissa wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Ngozi ya Mabuu kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001184,Agriculture,Farmers in Bomet County keeping sheep are encouraged to maintain clean water points to reduce the spread of Newcastle Disease.,Wakulima katika Kaunti ya Bomet wanaofuga kondoo wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Ugonjwa wa Newcastle.,,Keep
PSA001185,Agriculture,National Cereals and Produce Board is conducting a vaccination drive against tick-borne fever for goats keepers in Tharaka Nithi County.,Bodi ya Kitaifa ya Nafaka na Mazao inaendesha kampeni ya chanjo dhidi ya homa inayoenezwa na kupe kwa wafugaji wa mbuzi katika Kaunti ya Tharaka Nithi.,,Keep
PSA001186,Agriculture,National Drought Management Authority is conducting a vaccination drive against Lumpy Skin Disease for pigs keepers in Makueni County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaendesha kampeni ya chanjo dhidi ya Ugonjwa wa Mabusha wa Ngozi kwa wafugaji wa nguruwe katika Kaunti ya Makueni.,,Keep
PSA001187,Agriculture,Livestock owners in Kilifi County are reminded that vaccination against Foot and Mouth Disease remains the most effective way to protect their sheep.,Wamiliki wa mifugo katika Kaunti ya Kilifi wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Miguu na Midomo inasalia kuwa njia bora zaidi ya kuwalinda kondoo wao.,,Keep
PSA001188,Agriculture,Directorate of Veterinary Services is monitoring an outbreak of East Coast Fever affecting poultry in parts of Bungoma County.,Kurugenzi ya Huduma za Mifugo inafuatilia mlipuko wa Homa ya Pwani ya Mashariki unaoathiri kuku katika sehemu za Kaunti ya Bungoma.,,Keep
PSA001189,Agriculture,Livestock owners in Laikipia County are reminded that vaccination against anthrax remains the most effective way to protect their rabbits.,Wamiliki wa mifugo katika Kaunti ya Laikipia wanakumbushwa kwamba chanjo dhidi ya kimeta inasalia kuwa njia bora zaidi ya kuwalinda sungura wao.,,Keep
PSA001190,Agriculture,Farmers keeping dairy cows in Migori County are urged to report any suspected cases of Contagious Caprine Pleuropneumonia to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa maziwa katika Kaunti ya Migori wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Caprine Pleuropneumonia ya Kuambukiza kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001191,Agriculture,Farmers in Siaya County keeping sheep are encouraged to maintain clean water points to reduce the spread of anthrax.,Wakulima katika Kaunti ya Siaya wanaofuga kondoo wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa kimeta.,,Keep
PSA001192,Agriculture,Kenya National Farmers' Federation is monitoring an outbreak of Newcastle Disease affecting bees in parts of Homa Bay County.,Shirikisho la Kitaifa la Wakulima la Kenya linafuatilia mlipuko wa Ugonjwa wa Newcastle unaoathiri nyuki katika sehemu za Kaunti ya Homa Bay.,,Keep
PSA001193,Agriculture,Directorate of Veterinary Services is monitoring an outbreak of rabies affecting goats in parts of Kisumu County.,Kurugenzi ya Huduma za Mifugo inafuatilia mlipuko wa kichaa cha mbwa kinachowaathiri mbuzi katika sehemu za Kaunti ya Kisumu.,,Keep
PSA001194,Agriculture,Livestock owners in Narok County are reminded that vaccination against rabies remains the most effective way to protect their sheep.,Wamiliki wa mifugo katika Kaunti ya Narok wanakumbushwa kwamba chanjo dhidi ya kichaa cha mbwa inasalia kuwa njia bora zaidi ya kuwalinda kondoo wao.,,Keep
PSA001195,Agriculture,Farmers keeping beef cattle in Trans Nzoia County are urged to report any suspected cases of anthrax to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa nyama katika Kaunti ya Trans Nzoia wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kimeta kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001196,Agriculture,Farmers in Baringo County keeping goats are encouraged to maintain clean water points to reduce the spread of Contagious Caprine Pleuropneumonia.,Wafugaji wa mbuzi katika Kaunti ya Baringo wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa Caprine Pleuropneumonia ya kuambukiza.,,Keep
PSA001197,Agriculture,National Cereals and Produce Board is conducting a vaccination drive against Peste des Petits Ruminants for beef cattle keepers in Machakos County.,Bodi ya Kitaifa ya Nafaka na Mazao inaendesha kampeni ya chanjo dhidi ya Wanyama wa Kucheua wa Peste des Petits kwa wafugaji wa ng'ombe wa nyama katika Kaunti ya Machakos.,,Keep
PSA001198,Agriculture,Farmers keeping pigs in Murang'a County are urged to report any suspected cases of Foot and Mouth Disease to their nearest veterinary office.,Wafugaji wanaofuga nguruwe katika Kaunti ya Murang'a wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Miguu na Midomo kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001199,Agriculture,National Cereals and Produce Board is monitoring an outbreak of anthrax affecting goats in parts of Trans Nzoia County.,Bodi ya Kitaifa ya Nafaka na Mazao inafuatilia mlipuko wa kimeta unaoathiri mbuzi katika sehemu za Kaunti ya Trans Nzoia.,,Keep
PSA001200,Agriculture,FAO Kenya is conducting a vaccination drive against Contagious Caprine Pleuropneumonia for dairy cattle keepers in Kiambu County.,FAO Kenya inaendesha kampeni ya chanjo dhidi ya Caprine Pleuropneumonia ya kuambukiza kwa wafugaji wa ng'ombe wa maziwa katika Kaunti ya Kiambu.,,Keep
PSA001201,Agriculture,Livestock owners in West Pokot County are reminded that vaccination against Foot and Mouth Disease remains the most effective way to protect their goats.,Wamiliki wa mifugo katika Kaunti ya West Pokot wanakumbushwa kwamba chanjo dhidi ya Ugonjwa wa Miguu na Midomo inasalia kuwa njia bora zaidi ya kuwalinda mbuzi wao.,,Keep
PSA001202,Agriculture,Farmers keeping poultry in Kajiado County are urged to report any suspected cases of Contagious Caprine Pleuropneumonia to their nearest veterinary office.,Wafugaji wanaofuga kuku katika Kaunti ya Kajiado wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Caprine Pleuropneumonia ya Kuambukiza kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001203,Agriculture,Agricultural Sector Transformation Programme is monitoring an outbreak of anthrax affecting sheep in parts of Mandera County.,Programu ya Mabadiliko ya Sekta ya Kilimo inafuatilia mlipuko wa kimeta unaoathiri kondoo katika sehemu za Kaunti ya Mandera.,,Keep
PSA001204,Agriculture,Farmers keeping sheep in Siaya County are urged to report any suspected cases of anthrax to their nearest veterinary office.,Wafugaji wanaofuga kondoo katika Kaunti ya Siaya wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya kimeta kwa ofisi ya mifugo iliyo karibu nao.,,Keep
PSA001205,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is monitoring an outbreak of rabies affecting goats in parts of Baringo County.","Wizara ya Kilimo, Mifugo na Uvuvi inafuatilia mlipuko wa kichaa cha mbwa kinachowaathiri mbuzi katika sehemu za Kaunti ya Baringo.",,Keep
PSA001206,Agriculture,Farmers keeping beef cattle in Siaya County are urged to report any suspected cases of Lumpy Skin Disease to their nearest veterinary office.,Wafugaji wanaofuga ng'ombe wa nyama katika Kaunti ya Siaya wanahimizwa kuripoti visa vyovyote vinavyoshukiwa vya Ugonjwa wa Ngozi ya Mapafu kwa ofisi yao ya mifugo iliyo karibu.,,Keep
PSA001207,Agriculture,Farmers in Embu County keeping dairy cattle are encouraged to maintain clean water points to reduce the spread of tick-borne fever.,Wakulima katika Kaunti ya Embu wanaofuga ng'ombe wa maziwa wanahimizwa kudumisha vituo vya maji safi ili kupunguza kuenea kwa homa inayosababishwa na kupe.,,Keep
PSA001208,Agriculture,State Department for Cooperatives is conducting a vaccination drive against Foot and Mouth Disease for donkeys keepers in Narok County.,Idara ya Ushirika ya Jimbo inaendesha kampeni ya chanjo dhidi ya Ugonjwa wa Miguu na Midomo kwa wafugaji wa punda katika Kaunti ya Narok.,,Keep
PSA001209,Agriculture,Agricultural Sector Transformation Programme is conducting a vaccination drive against tick-borne fever for beef cattle keepers in Bungoma County.,Programu ya Mabadiliko ya Sekta ya Kilimo inaendesha kampeni ya chanjo dhidi ya homa inayosababishwa na kupe kwa wafugaji wa ng'ombe wa nyama katika Kaunti ya Bungoma.,,Keep
PSA001210,Agriculture,Livestock owners in Taita Taveta County are reminded that vaccination against Peste des Petits Ruminants remains the most effective way to protect their poultry.,Wamiliki wa mifugo katika Kaunti ya Taita Taveta wanakumbushwa kwamba chanjo dhidi ya Peste des Petits Ruminants inasalia kuwa njia bora zaidi ya kuwalinda kuku wao.,,Keep
